PLAYER,TEAM,Period,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
Luka Dončić,LAL,Q1,9.6,10.7,3.5,6.5,53.8,1.7,3.8,43.5,2.0,2.5,80.0,0.0,3.8,3.8,3.2,1.7,0.3,0.0,0.0,19.4,3.0,1.0,6.2
Anthony Edwards,MIN,Q1,11.8,10.1,3.7,7.0,52.4,1.4,2.8,52.0,1.3,1.4,92.3,0.2,0.9,1.1,1.1,0.7,0.6,0.1,0.6,14.4,0.0,0.0,2.3
Joel Embiid,PHI,Q1,10.2,10.0,3.7,7.5,48.9,0.3,0.8,40.0,2.3,2.3,100,1.8,1.5,3.3,1.5,0.7,0.2,0.2,0.5,16.6,1.0,0.0,5.0
Paul Reed,DET,Q1,8.2,9.0,4.0,4.5,88.9,0.5,0.5,100,0.5,1.0,50.0,0.5,1.5,2.0,0.5,1.0,0.5,1.0,1.0,15.7,0.0,0.0,11.0
Jaren Jackson Jr.,UTA,Q1,8.1,8.7,3.3,5.1,63.9,1.1,1.7,66.7,1.0,1.0,100,0.0,1.6,1.6,1.0,0.7,0.9,0.3,0.7,14.8,0.0,0.0,1.0
Evan Mobley,CLE,Q1,8.8,8.3,3.7,6.3,57.9,0.0,1.7,0.0,1.0,1.0,100,0.0,0.7,0.7,1.0,0.7,0.0,0.7,0.3,12.0,1.0,0.0,0.7
Jalen Brunson,NYK,Q1,11.5,8.0,2.7,6.1,44.3,1.0,3.0,33.3,1.6,1.7,94.1,0.1,1.2,1.3,1.8,1.0,0.3,0.0,0.3,12.2,1.0,0.0,3.5
Michael Porter Jr.,BKN,Q1,9.2,7.8,2.7,5.2,51.6,0.7,2.5,26.7,1.8,2.0,91.7,0.7,1.3,2.0,1.2,0.7,0.2,0.0,0.7,11.8,2.0,0.0,-5.5
Victor Wembanyama,SAS,Q1,6.2,7.8,2.6,3.6,72.2,0.8,1.4,57.1,1.8,2.4,75.0,0.4,1.9,2.3,0.2,0.5,0.4,0.3,0.4,12.5,7.0,0.0,3.3
Stephen Curry,GSW,Q1,9.0,7.8,2.3,6.0,37.5,1.8,3.8,46.7,1.5,1.5,100,0.0,0.5,0.5,1.0,1.0,0.8,0.0,0.5,11.1,0.0,0.0,1.8
Tyrese Maxey,PHI,Q1,10.6,7.6,2.6,6.1,42.6,1.1,3.4,32.4,1.3,1.3,100,0.0,0.5,0.5,1.2,0.6,0.5,0.0,0.4,10.9,1.0,0.0,2.2
Jaylen Brown,BOS,Q1,10.2,7.5,2.8,6.3,44.0,0.9,2.4,36.8,1.1,1.3,90.0,0.3,1.8,2.0,1.3,0.5,0.5,0.3,0.4,13.5,2.0,0.0,-2.0
Jamal Murray,DEN,Q1,10.4,7.4,2.3,4.4,52.5,0.9,2.1,42.1,1.9,2.2,85.0,0.1,1.0,1.1,2.3,0.9,0.2,0.1,0.3,12.4,4.0,0.0,1.3
Dillon Brooks,PHX,Q1,9.2,7.3,2.7,5.3,50.9,0.5,1.5,33.3,1.4,1.4,100,0.2,1.1,1.3,0.6,0.7,0.2,0.0,0.9,9.7,0.0,0.0,-0.9
Aaron Gordon,DEN,Q1,8.6,7.0,2.0,4.0,50.0,1.0,2.0,50.0,2.0,3.0,66.7,0.0,3.0,3.0,2.0,1.0,2.0,0.0,1.0,18.6,0.0,0.0,6.0
Desmond Bane,ORL,Q1,8.9,7.0,2.4,4.1,58.5,1.2,2.2,54.5,1.0,1.1,90.9,0.3,0.2,0.5,0.6,0.7,0.5,0.2,0.3,9.9,0.0,0.0,0.4
OG Anunoby,NYK,Q1,9.3,7.0,2.5,4.5,55.6,1.5,2.7,56.3,0.5,1.0,50.0,0.0,0.7,0.7,0.3,0.3,0.3,0.0,0.8,9.0,0.0,0.0,1.2
Jarrett Allen,CLE,Q1,8.0,6.9,3.0,4.0,75.0,0.0,0.1,0.0,0.9,1.0,90.0,0.9,2.1,3.0,0.7,0.4,0.2,0.2,0.7,12.4,4.0,0.0,3.7
Brandon Miller,CHA,Q1,8.5,6.6,2.2,5.0,44.0,1.0,2.6,38.5,1.2,1.2,100,0.5,1.1,1.6,0.9,0.7,0.5,0.2,0.7,11.3,1.0,0.0,2.3
Norman Powell,MIA,Q1,7.9,6.6,2.0,4.4,45.5,1.0,2.4,41.7,1.6,1.8,88.9,0.0,0.6,0.6,0.6,0.0,0.4,0.0,0.4,9.4,1.0,0.0,3.2
De'Aaron Fox,SAS,Q1,8.5,6.5,2.4,4.3,55.8,0.7,1.7,41.2,1.0,1.1,90.9,0.1,0.7,0.8,2.2,0.6,0.2,0.1,0.6,11.1,2.0,0.0,3.3
Kon Knueppel,CHA,Q1,8.9,6.5,2.3,3.5,65.7,1.6,2.3,69.6,0.3,0.3,100,0.5,1.0,1.5,1.4,0.6,0.2,0.1,0.3,10.7,0.0,0.0,2.7
Grayson Allen,PHX,Q1,9.1,6.4,2.3,4.6,50.0,1.3,3.1,40.9,0.6,0.7,80.0,0.4,0.7,1.1,0.9,0.3,0.3,0.1,0.1,10.1,0.0,0.0,-2.3
Donovan Mitchell,CLE,Q1,8.7,6.4,2.5,5.5,45.5,0.7,2.4,29.2,0.7,0.8,87.5,0.1,0.9,1.0,1.5,1.0,0.4,0.2,0.4,10.7,1.0,0.0,3.1
Andrew Nembhard,IND,Q1,7.8,6.4,2.3,4.8,47.4,1.3,2.5,50.0,0.6,0.8,83.3,0.3,0.6,0.9,1.4,0.6,0.4,0.0,0.3,10.0,3.0,0.0,0.4
Brandon Williams,DAL,Q1,6.1,6.4,2.4,4.1,57.6,0.5,1.0,50.0,1.1,1.5,75.0,0.0,0.6,0.6,1.3,0.5,0.1,0.0,0.5,8.9,0.0,0.0,-4.6
Jalen Duren,DET,Q1,8.8,6.4,2.6,3.4,77.8,0.0,0.0,0.0,1.1,1.4,81.8,0.9,2.5,3.4,0.5,0.4,0.3,0.0,0.6,11.6,4.0,0.0,0.5
Lauri Markkanen,UTA,Q1,8.9,6.1,2.3,5.6,40.0,1.0,2.8,36.4,0.6,0.8,83.3,0.5,1.6,2.1,0.6,0.4,0.4,0.0,0.4,10.4,1.0,0.0,-0.3
Cade Cunningham,DET,Q1,9.1,6.1,2.4,5.2,46.2,0.5,1.5,33.3,0.8,1.1,72.7,0.4,1.4,1.8,3.5,0.4,0.3,0.2,0.6,14.6,5.0,0.0,2.1
Trey Murphy III,NOP,Q1,10.8,6.1,2.5,6.1,41.0,0.5,2.8,17.9,0.6,0.7,85.7,0.5,1.3,1.8,1.6,0.4,0.3,0.1,0.3,11.5,0.0,0.0,0.0
Alex Sarr,WAS,Q1,8.2,6.0,2.7,5.3,51.4,0.4,1.0,42.9,0.1,0.1,100,1.3,2.3,3.6,1.0,0.3,0.4,0.4,0.4,14.1,3.0,0.0,-1.1
Jevon Carter,ORL,Q1,5.2,6.0,2.0,5.0,40.0,2.0,5.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0
Jonathan Kuminga,ATL,Q1,5.1,6.0,2.0,2.0,100,0.0,0.0,0.0,2.0,2.0,100,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,10.5,0.0,0.0,9.0
Keyonte George,UTA,Q1,9.5,6.0,2.3,3.7,63.6,0.3,1.0,33.3,1.0,1.7,60.0,0.0,1.0,1.0,1.3,0.3,0.3,0.0,0.0,9.9,0.0,0.0,-4.7
PJ Hall,CHA,Q1,5.3,6.0,2.0,2.0,100,0.0,0.0,0.0,2.0,2.0,100,1.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,10.8,1.0,0.0,12.0
Bam Adebayo,MIA,Q1,7.9,5.8,2.0,4.1,48.8,0.8,1.9,42.1,1.0,1.2,83.3,0.1,1.8,1.9,1.0,0.5,0.3,0.1,0.3,10.3,6.0,0.0,4.7
CJ McCollum,ATL,Q1,7.0,5.8,2.4,4.1,58.5,0.8,1.6,50.0,0.2,0.2,100,0.4,0.4,0.8,0.7,0.5,0.1,0.2,0.3,8.2,0.0,0.0,-1.0
Nikola Jokić,DEN,Q1,8.5,5.7,2.1,3.7,57.7,0.3,0.3,100,1.1,1.1,100,1.3,3.0,4.3,3.0,1.0,0.1,0.3,0.4,15.6,6.0,4.0,0.4
Jalen Green,PHX,Q1,6.9,5.7,2.3,5.3,43.8,0.3,2.3,14.3,0.7,0.7,100,0.0,2.0,2.0,0.7,1.0,0.0,0.0,0.3,8.1,0.0,0.0,6.0
Kevin Durant,HOU,Q1,9.8,5.7,2.1,5.1,41.3,0.6,1.3,41.7,0.9,1.1,80.0,0.3,1.7,2.0,1.6,1.0,0.4,0.0,0.4,10.7,0.0,0.0,1.9
Jalen Smith,CHI,Q1,7.2,5.6,2.2,3.2,68.8,0.8,1.4,57.1,0.4,0.6,66.7,0.2,1.8,2.0,0.4,0.4,0.2,0.0,0.4,8.8,1.0,0.0,-2.2
Peyton Watson,DEN,Q1,11.3,5.5,2.2,5.5,39.4,0.8,2.2,38.5,0.3,0.7,50.0,0.2,1.2,1.3,0.8,0.7,0.3,0.5,0.3,10.2,0.0,0.0,-1.5
Ryan Rollins,MIL,Q1,8.8,5.5,2.1,4.8,44.7,0.9,1.8,50.0,0.4,0.4,100,0.3,1.0,1.3,1.4,1.4,0.3,0.1,0.4,8.8,1.0,0.0,-1.6
Ty Jerome,MEM,Q1,5.1,5.5,1.7,3.2,52.6,0.3,1.3,25.0,1.8,2.2,84.6,0.2,0.3,0.5,1.3,0.5,0.0,0.0,0.3,7.6,0.0,0.0,-1.0
DeMar DeRozan,SAC,Q1,8.8,5.4,1.8,4.3,41.9,0.2,0.7,28.6,1.6,2.1,76.2,0.3,0.5,0.8,1.2,0.2,0.2,0.2,0.3,9.2,0.0,0.0,-1.9
Kevin Porter Jr.,MIL,Q1,8.3,5.4,2.2,4.0,55.0,0.2,0.8,25.0,0.8,0.8,100,0.4,1.2,1.6,2.0,1.0,0.0,0.0,0.4,9.3,1.0,1.0,-1.8
Shai Gilgeous-Alexander,OKC,Q1,8.4,5.4,1.8,3.8,47.4,0.0,0.6,0.0,1.8,2.0,90.0,0.4,1.0,1.4,3.0,1.2,0.6,0.4,0.6,13.4,1.0,0.0,4.4
Kyshawn George,WAS,Q1,8.5,5.3,1.7,3.6,46.9,0.8,2.0,38.9,1.2,1.3,91.7,0.2,1.3,1.6,1.4,0.7,0.3,0.4,0.9,11.0,0.0,0.0,-0.1
Julius Randle,MIN,Q1,9.0,5.3,2.1,5.0,42.0,0.6,1.9,31.6,0.5,0.6,83.3,0.3,2.0,2.3,1.1,0.5,0.3,0.1,0.4,10.4,1.0,1.0,0.8
Kawhi Leonard,LAC,Q1,7.6,5.3,1.9,4.7,40.4,0.3,1.5,20.0,1.2,1.3,92.3,0.5,1.8,2.3,1.3,0.8,0.7,0.1,0.1,11.6,1.0,0.0,-2.3
Kyle Filipowski,UTA,Q1,7.1,5.3,1.9,3.0,61.9,0.7,0.9,83.3,0.9,1.3,66.7,0.9,1.7,2.6,0.9,0.7,0.6,0.1,1.0,11.1,4.0,0.0,-0.4
Jarace Walker,IND,Q1,7.3,5.2,1.9,3.7,51.5,0.8,1.9,41.2,0.7,0.7,100,0.0,1.9,1.9,0.6,0.4,0.4,0.0,0.4,9.2,1.0,0.0,0.0
James Harden,CLE,Q1,10.3,5.2,1.2,3.8,30.4,0.7,2.0,33.3,2.2,2.3,92.9,0.3,1.7,2.0,2.2,1.0,0.5,0.5,0.5,12.8,3.0,0.0,0.2
Onyeka Okongwu,ATL,Q1,7.9,5.2,2.0,3.5,57.1,0.8,1.5,55.6,0.3,0.3,100,0.0,1.2,1.2,0.5,0.3,0.3,0.0,0.2,8.0,1.0,0.0,-0.2
LeBron James,LAL,Q1,8.3,5.1,2.1,3.9,54.3,0.4,1.2,36.4,0.4,0.8,57.1,0.0,1.7,1.7,2.4,1.0,0.4,0.0,0.2,11.1,4.0,1.0,1.8
Miles Bridges,CHA,Q1,8.0,5.1,2.1,3.7,57.6,0.4,1.3,33.3,0.4,0.4,100,0.1,0.7,0.8,1.2,0.8,0.2,0.3,0.4,8.8,0.0,0.0,1.7
Mikal Bridges,NYK,Q1,9.0,5.1,2.1,3.7,56.8,0.7,1.6,43.8,0.2,0.3,66.7,0.1,1.0,1.1,1.3,0.1,0.2,0.3,0.7,9.8,0.0,0.0,2.0
Payton Pritchard,BOS,Q1,7.9,5.1,2.2,4.4,50.0,0.7,2.2,31.8,0.0,0.0,0.0,0.1,0.8,0.9,1.6,0.3,0.1,0.0,0.0,8.6,0.0,0.0,0.4
Cooper Flagg,DAL,Q1,8.5,5.0,2.3,4.8,47.4,0.0,0.5,0.0,0.5,0.8,66.7,0.1,1.8,1.9,1.3,0.3,0.1,0.1,0.1,9.6,3.0,0.0,-3.4
Deni Avdija,POR,Q1,8.2,5.0,1.8,4.0,43.8,0.5,1.3,40.0,1.0,1.5,66.7,0.8,0.8,1.5,1.3,1.5,0.5,0.0,0.3,8.7,2.0,0.0,-4.0
Jalen Williams,OKC,Q1,7.6,5.0,1.5,4.0,37.5,0.5,0.5,100,1.5,2.0,75.0,0.0,0.5,0.5,1.5,0.0,0.5,0.0,0.5,9.4,0.0,0.0,4.5
John Collins,LAC,Q1,9.1,5.0,2.1,4.1,51.2,0.4,1.5,26.7,0.4,0.5,80.0,0.5,0.6,1.1,0.3,0.6,0.3,0.0,0.8,7.1,0.0,0.0,-3.9
Kobe Bufkin,LAL,Q1,6.9,5.0,2.0,4.0,50.0,1.0,3.0,33.3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,6.7,0.0,0.0,-11.0
Nickeil Alexander-Walker,ATL,Q1,8.7,4.9,1.5,3.6,41.7,0.8,1.5,53.3,1.1,1.1,100,0.0,0.9,0.9,1.8,0.8,0.3,0.0,0.6,8.8,2.0,0.0,1.3
Anfernee Simons,CHI,Q1,6.8,4.9,1.8,3.4,51.6,1.2,2.6,47.8,0.1,0.1,100,0.4,0.2,0.7,0.8,0.2,0.1,0.1,0.4,7.3,0.0,0.0,-0.1
Jalen Johnson,ATL,Q1,8.7,4.9,1.8,4.8,36.8,0.3,1.0,25.0,1.1,1.6,69.2,0.8,2.8,3.5,2.8,0.4,0.8,0.0,0.4,15.1,6.0,3.0,3.1
Keldon Johnson,SAS,Q1,6.1,4.8,1.8,3.1,58.1,0.5,1.2,41.7,0.7,0.8,87.5,0.8,0.9,1.7,0.3,0.6,0.0,0.1,0.5,7.0,1.0,0.0,0.8
Zach LaVine,SAC,Q1,7.2,4.8,1.2,4.0,30.0,0.4,1.8,22.2,2.0,2.2,90.9,0.0,0.6,0.6,0.2,0.0,0.2,0.0,0.2,6.4,0.0,0.0,-4.2
Naji Marshall,DAL,Q1,8.7,4.8,2.0,4.4,45.0,0.1,0.7,16.7,0.7,1.0,66.7,0.4,1.7,2.1,0.9,0.8,0.2,0.1,0.1,8.9,1.0,0.0,-3.2
Kelly Oubre Jr.,PHI,Q1,9.7,4.7,1.5,3.4,44.1,0.6,1.6,37.5,1.1,1.5,73.3,0.4,0.9,1.3,0.6,0.4,0.7,0.1,0.6,9.2,1.0,0.0,1.2
Matas Buzelis,CHI,Q1,8.2,4.7,1.7,3.3,51.5,0.9,1.6,56.3,0.4,0.5,80.0,0.2,1.3,1.5,0.9,0.9,0.1,0.4,0.4,8.5,0.0,0.0,-2.8
Russell Westbrook,SAC,Q1,7.5,4.7,1.7,3.8,43.5,1.0,2.3,42.9,0.3,0.8,40.0,0.2,0.3,0.5,1.2,1.0,0.0,0.0,0.3,6.0,0.0,0.0,0.3
Brandon Ingram,TOR,Q1,9.1,4.6,1.7,4.7,36.2,0.5,1.3,38.5,0.7,0.7,100,0.3,1.8,2.1,1.1,0.2,0.2,0.1,0.3,9.5,0.0,0.0,2.2
LaMelo Ball,CHA,Q1,7.0,4.6,1.5,3.9,38.5,1.1,2.5,44.0,0.5,0.5,100,0.0,0.7,0.7,1.6,0.4,0.1,0.0,0.4,7.7,1.0,0.0,2.6
Toumani Camara,POR,Q1,8.9,4.6,1.8,3.7,48.6,1.0,2.4,41.7,0.0,0.0,0.0,0.6,0.9,1.5,0.5,0.4,0.3,0.0,1.0,7.7,1.0,0.0,-2.1
Jaylen Wells,MEM,Q1,7.0,4.6,1.6,2.8,56.0,0.9,1.9,47.1,0.6,0.7,83.3,0.1,0.7,0.8,0.7,0.2,0.1,0.0,0.6,6.6,0.0,0.0,-0.8
Andrew Wiggins,MIA,Q1,8.7,4.5,1.6,3.5,46.4,1.0,1.8,57.1,0.3,0.3,100,0.6,1.0,1.6,0.9,0.5,0.6,0.1,0.4,9.5,2.0,0.0,3.4
Domantas Sabonis,SAC,Q1,6.6,4.5,2.3,3.8,60.0,0.0,0.3,0.0,0.0,0.0,0.0,1.0,2.8,3.8,1.8,0.8,0.0,0.0,1.3,10.9,2.0,0.0,0.0
Jerami Grant,POR,Q1,8.0,4.5,1.8,3.9,46.2,0.5,2.2,22.7,0.4,0.5,80.0,0.1,0.2,0.3,0.3,0.3,0.1,0.1,0.2,5.6,0.0,0.0,0.0
Saddiq Bey,NOP,Q1,8.1,4.5,1.6,3.9,41.0,0.7,1.7,41.2,0.6,0.7,85.7,0.3,1.1,1.4,1.1,0.2,0.3,0.0,0.3,8.5,2.0,0.0,-1.0
Tari Eason,HOU,Q1,7.7,4.5,1.8,4.1,42.4,1.0,1.8,57.1,0.0,0.0,0.0,0.6,1.3,1.9,0.5,0.1,0.5,0.1,0.4,9.3,0.0,0.0,0.5
Deandre Ayton,LAL,Q1,6.6,4.4,2.1,2.3,93.8,0.0,0.0,0.0,0.1,0.1,100,1.0,1.3,2.3,0.3,0.0,0.0,0.3,0.3,8.5,1.0,0.0,-0.1
Alperen Sengun,HOU,Q1,8.6,4.4,2.1,4.3,48.8,0.1,0.3,33.3,0.1,0.1,100,0.7,1.8,2.5,2.1,0.5,0.4,0.2,0.6,11.9,4.0,1.0,2.7
Anthony Black,ORL,Q1,9.2,4.4,1.5,4.5,33.3,0.5,2.1,23.8,0.9,1.0,90.0,0.3,1.1,1.4,1.3,0.3,0.8,0.2,0.7,10.7,0.0,0.0,-1.4
Moses Moody,GSW,Q1,7.3,4.4,1.7,3.3,51.5,0.8,2.1,38.1,0.2,0.3,66.7,0.4,0.8,1.2,0.5,0.3,0.4,0.1,0.3,7.8,0.0,0.0,0.7
Sandro Mamukelashvili,TOR,Q1,7.0,4.4,1.4,3.0,46.7,1.1,2.1,52.4,0.5,0.8,62.5,0.5,1.0,1.5,0.3,0.2,0.3,0.0,0.3,7.4,0.0,0.0,1.5
Egor Dëmin,BKN,Q1,7.5,4.4,1.5,2.9,52.2,1.0,2.3,44.4,0.4,0.4,100,0.0,1.1,1.1,1.0,0.8,0.0,0.0,0.4,6.5,1.0,0.0,-1.3
Pascal Siakam,IND,Q1,8.0,4.4,1.8,3.8,46.7,0.5,1.4,36.4,0.4,0.4,100,0.0,0.9,0.9,1.4,0.4,0.1,0.0,0.1,7.5,0.0,0.0,0.5
Quenton Jackson,IND,Q1,6.2,4.3,1.7,2.7,62.5,1.0,1.7,60.0,0.0,0.0,0.0,0.3,0.3,0.7,0.3,0.3,0.3,0.0,0.3,6.3,0.0,0.0,-1.7
Mark Williams,PHX,Q1,7.3,4.3,2.0,2.7,74.1,0.0,0.0,0.0,0.3,0.4,75.0,0.5,1.6,2.1,0.9,0.4,0.2,0.2,0.2,9.0,3.0,0.0,-0.6
Zion Williamson,NOP,Q1,7.7,4.3,1.6,2.7,59.3,0.0,0.0,0.0,1.1,1.2,91.7,0.5,1.3,1.8,1.0,0.3,0.1,0.1,0.4,8.3,4.0,0.0,0.9
Bones Hyland,MIN,Q1,4.6,4.3,1.7,2.6,66.7,0.9,1.4,60.0,0.0,0.3,0.0,0.1,0.7,0.9,0.7,0.6,0.6,0.0,0.6,7.5,0.0,0.0,2.0
Pelle Larsson,MIA,Q1,7.2,4.3,1.6,2.4,64.7,0.3,0.6,50.0,0.9,1.1,75.0,0.4,1.0,1.4,1.0,0.9,0.3,0.1,0.3,7.9,0.0,0.0,2.3
Aaron Nesmith,IND,Q1,8.5,4.3,1.5,3.1,48.0,1.0,1.5,66.7,0.3,0.3,100,0.1,0.8,0.9,0.8,0.4,0.1,0.1,0.4,6.8,0.0,0.0,1.3
Noah Clowney,BKN,Q1,7.1,4.3,1.5,2.5,60.0,1.0,1.8,57.1,0.3,0.5,50.0,0.8,0.8,1.5,0.5,0.0,0.3,0.0,0.5,7.6,0.0,0.0,-1.3
Devin Vassell,SAS,Q1,7.4,4.2,1.6,3.2,48.3,0.7,1.9,35.3,0.4,0.7,66.7,0.2,1.0,1.2,0.6,0.1,0.1,0.1,0.1,7.1,0.0,0.0,3.7
Ivica Zubac,IND,Q1,8.2,4.2,2.0,2.6,76.9,0.0,0.0,0.0,0.2,0.4,50.0,0.2,2.6,2.8,0.2,0.0,0.0,0.0,0.6,7.9,2.0,0.0,-0.8
Rui Hachimura,LAL,Q1,7.5,4.2,1.7,2.9,58.6,0.7,1.3,53.8,0.1,0.2,50.0,0.0,0.8,0.8,0.3,0.0,0.0,0.0,0.1,5.6,0.0,0.0,2.4
Scottie Barnes,TOR,Q1,8.7,4.2,1.8,3.8,47.4,0.3,1.1,27.3,0.3,0.4,75.0,0.6,1.5,2.1,1.8,0.8,0.5,0.8,0.6,12.5,4.0,0.0,2.6
Dyson Daniels,ATL,Q1,8.6,4.1,1.9,3.3,56.7,0.2,0.6,40.0,0.1,0.2,50.0,0.6,0.6,1.1,1.7,0.1,0.6,0.1,0.3,9.8,0.0,0.0,2.8
Day'Ron Sharpe,BKN,Q1,4.9,4.1,1.8,2.8,64.3,0.0,0.1,0.0,0.5,0.8,62.5,1.5,1.1,2.6,0.3,0.4,0.4,0.1,0.7,8.8,2.0,0.0,1.7
